video_path,video_name,video_id,status,start,end,transcript,processed_text,num_words,num_seconds
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_2_17_17.mp4,15b1sEDtVCs_2_17_17,15b1sEDtVCs,Accepted,90.5,95.1,why? You only need one hand and other hand holding the phone..,WHY YOU ONLY NEED ONE HAND AND OTHER HAND HOLDING THE PHONE,12,4.599999999999994
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_3_18_18.mp4,15b1sEDtVCs_3_18_18,15b1sEDtVCs,Accepted,96.7,102.7,"Funny fact about me is, in BSL abc",FUNNY FACT ABOUT ME IS IN BSL ABC,8,6.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_3_21_21.mp4,15b1sEDtVCs_3_21_21,15b1sEDtVCs,Accepted,113.1,117.3,think it's because they look too similar!,THINK IT'S BECAUSE THEY LOOK TOO SIMILAR,7,4.200000000000003
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_3_24_24.mp4,15b1sEDtVCs_3_24_24,15b1sEDtVCs,Accepted,126.4,130.1,my ASL abc skill!,MY ASL ABC SKILL,4,3.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_3_25_25.mp4,15b1sEDtVCs_3_25_25,15b1sEDtVCs,Accepted,130.9,131.5,Right,RIGHT,1,0.5999999999999943
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_5_26_26.mp4,15b1sEDtVCs_5_26_26,15b1sEDtVCs,Accepted,157.7,158.5,Well done,WELL DONE,2,0.8000000000000114
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_6_29_29.mp4,15b1sEDtVCs_6_29_29,15b1sEDtVCs,Accepted,168.1,171.2,"but, both are in English",BUT BOTH ARE IN ENGLISH,5,3.0999999999999943
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_6_32_32.mp4,15b1sEDtVCs_6_32_32,15b1sEDtVCs,Accepted,185.6,188.4,learnt sign language from France,LEARNT SIGN LANGUAGE FROM FRANCE,5,2.8000000000000114
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_41_41.mp4,15b1sEDtVCs_9_41_41,15b1sEDtVCs,Accepted,239.9,240.8,"Brother,",BROTHER,1,0.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_50_50.mp4,15b1sEDtVCs_9_50_50,15b1sEDtVCs,Accepted,264.0,264.7,odd!,ODD,1,0.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_51_51.mp4,15b1sEDtVCs_9_51_51,15b1sEDtVCs,Accepted,265.5,267.6,"Okay, I've learnt something,",OKAY I'VE LEARNT SOMETHING,4,2.1000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_54_54.mp4,15b1sEDtVCs_9_54_54,15b1sEDtVCs,Accepted,283.0,286.6,"the sign for man is,",THE SIGN FOR MAN IS,5,3.6000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_59_59.mp4,15b1sEDtVCs_9_59_59,15b1sEDtVCs,Accepted,293.3,294.5,better I'd check..,BETTER I'D CHECK,3,1.1999999999999886
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_62_62.mp4,15b1sEDtVCs_9_62_62,15b1sEDtVCs,Accepted,301.5,305.0,that means boy become a man,THAT MEANS BOY BECOME A MAN,6,3.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_64_64.mp4,15b1sEDtVCs_9_64_64,15b1sEDtVCs,Accepted,310.2,311.7,man,MAN,1,1.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_9_65_65.mp4,15b1sEDtVCs_9_65_65,15b1sEDtVCs,Accepted,312.0,315.8,"So, means I've got woman right",SO MEANS I'VE GOT WOMAN RIGHT,6,3.8000000000000114
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_10_66_66.mp4,15b1sEDtVCs_10_66_66,15b1sEDtVCs,Accepted,324.0,328.7,"Sign for Teacher is, Teacher",SIGN FOR TEACHER IS TEACHER,5,4.699999999999989
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_15_83_83.mp4,15b1sEDtVCs_15_83_83,15b1sEDtVCs,Accepted,412.1,420.1,"Good morning, good good afternoon, good evening",GOOD MORNING GOOD GOOD AFTERNOON GOOD EVENING,7,8.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_17_87_87.mp4,15b1sEDtVCs_17_87_87,15b1sEDtVCs,Accepted,509.2,512.5,"Right, let's learn colours!",RIGHT LET'S LEARN COLOURS,4,3.3000000000000114
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_17_92_92.mp4,15b1sEDtVCs_17_92_92,15b1sEDtVCs,Accepted,641.3,646.8,"Some makes sense it's linked to ASL abc, thats why",SOME MAKES SENSE IT'S LINKED TO ASL ABC THATS WHY,10,5.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_17_93_93.mp4,15b1sEDtVCs_17_93_93,15b1sEDtVCs,Accepted,649.6,652.7,It definitely feels like I've learnt something,IT DEFINITELY FEELS LIKE I'VE LEARNT SOMETHING,7,3.1000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_20_100_100.mp4,15b1sEDtVCs_20_100_100,15b1sEDtVCs,Accepted,683.4,687.4,"Also, I remember from one channel called,",ALSO I REMEMBER FROM ONE CHANNEL CALLED,7,4.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_20_101_101.mp4,15b1sEDtVCs_20_101_101,15b1sEDtVCs,Accepted,687.6,689.4,Sign Duo,SIGN DUO,2,1.7999999999999545
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_20_104_104.mp4,15b1sEDtVCs_20_104_104,15b1sEDtVCs,Accepted,701.8,703.4,I like that one,I LIKE THAT ONE,4,1.6000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_20_106_106.mp4,15b1sEDtVCs_20_106_106,15b1sEDtVCs,Accepted,712.1,713.6,Not very different,NOT VERY DIFFERENT,3,1.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_21_107_107.mp4,15b1sEDtVCs_21_107_107,15b1sEDtVCs,Accepted,715.8,719.4,I've enjoyed myself learning more ASL,I'VE ENJOYED MYSELF LEARNING MORE ASL,6,3.6000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_21_108_108.mp4,15b1sEDtVCs_21_108_108,15b1sEDtVCs,Accepted,721.2,724.1,Definitely want to learn more in the future,DEFINITELY WANT TO LEARN MORE IN THE FUTURE,8,2.8999999999999773
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_21_111_111.mp4,15b1sEDtVCs_21_111_111,15b1sEDtVCs,Accepted,732.8,734.2,Definitely,DEFINITELY,1,1.400000000000091
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_22_112_112.mp4,15b1sEDtVCs_22_112_112,15b1sEDtVCs,Accepted,735.3,738.3,"Alright, hope you've enjoyed this video",ALRIGHT HOPE YOU'VE ENJOYED THIS VIDEO,6,3.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_22_113_113.mp4,15b1sEDtVCs_22_113_113,15b1sEDtVCs,Accepted,738.3,741.5,Don't forget to subscribe!,DON'T FORGET TO SUBSCRIBE,4,3.2000000000000455
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/15b1sEDtVCs/15b1sEDtVCs_22_114_114.mp4,15b1sEDtVCs_22_114_114,15b1sEDtVCs,Accepted,741.9,744.2,and I'll see you in next video!,AND I'LL SEE YOU IN NEXT VIDEO,7,2.300000000000068
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_0_0_0.mp4,2rePWvYihK4_0_0_0,2rePWvYihK4,Accepted,0.0,6.3,Hiya! The Real Deaf Dreamer back from two weeks,HIYA THE REAL DEAF DREAMER BACK FROM TWO WEEKS,9,6.3
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_0_1_1.mp4,2rePWvYihK4_0_1_1,2rePWvYihK4,Accepted,6.9,11.9,Really it's because of Black Lives Matter at the moment,REALLY IT'S BECAUSE OF BLACK LIVES MATTER AT THE MOMENT,10,5.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_0_4_4.mp4,2rePWvYihK4_0_4_4,2rePWvYihK4,Accepted,26.7,29.2,especially in the Deaf Community,ESPECIALLY IN THE DEAF COMMUNITY,5,2.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_0_8_8.mp4,2rePWvYihK4_0_8_8,2rePWvYihK4,Accepted,46.7,50.9,but I still have White Privilege,BUT I STILL HAVE WHITE PRIVILEGE,6,4.199999999999996
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_0_11_11.mp4,2rePWvYihK4_0_11_11,2rePWvYihK4,Accepted,63.3,64.8,Check it out!,CHECK IT OUT,3,1.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_1_14_14.mp4,2rePWvYihK4_1_14_14,2rePWvYihK4,Accepted,75.8,80.8,Check out his Youtube Channel for his fantastic music videos,CHECK OUT HIS YOUTUBE CHANNEL FOR HIS FANTASTIC MUSIC VIDEOS,10,5.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_2_19_19.mp4,2rePWvYihK4_2_19_19,2rePWvYihK4,Accepted,105.0,108.8,She talks about living with HIV,SHE TALKS ABOUT LIVING WITH HIV,6,3.799999999999997
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_2_21_21.mp4,2rePWvYihK4_2_21_21,2rePWvYihK4,Accepted,115.7,119.7,Also she has lots of travel vlogs,ALSO SHE HAS LOTS OF TRAVEL VLOGS,7,4.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_2_22_22.mp4,2rePWvYihK4_2_22_22,2rePWvYihK4,Accepted,120.0,123.4,it's really interesting and worth a watch!,IT'S REALLY INTERESTING AND WORTH A WATCH,7,3.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_3_25_25.mp4,2rePWvYihK4_3_25_25,2rePWvYihK4,Accepted,134.3,140.7,you should follow her for inspiration and learn to love your body,YOU SHOULD FOLLOW HER FOR INSPIRATION AND LEARN TO LOVE YOUR BODY,12,6.399999999999977
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_4_27_27.mp4,2rePWvYihK4_4_27_27,2rePWvYihK4,Accepted,152.1,156.9,"She is Wellness Writer, Creative and Advocate",SHE IS WELLNESS WRITER CREATIVE AND ADVOCATE,7,4.800000000000011
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_5_33_33.mp4,2rePWvYihK4_5_33_33,2rePWvYihK4,Accepted,179.9,182.8,He is passionate about Politics,HE IS PASSIONATE ABOUT POLITICS,5,2.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_5_36_36.mp4,2rePWvYihK4_5_36_36,2rePWvYihK4,Accepted,202.8,214.3,"Now, he's currently an Assistant Project Manager at Global Disability Innovation Hub",NOW HE'S CURRENTLY AN ASSISTANT PROJECT MANAGER AT GLOBAL DISABILITY INNOVATION HUB,12,11.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_6_42_42.mp4,2rePWvYihK4_6_42_42,2rePWvYihK4,Accepted,241.0,246.1,"so if you love everything pink, you should follow her!",SO IF YOU LOVE EVERYTHING PINK YOU SHOULD FOLLOW HER,10,5.099999999999994
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_7_45_45.mp4,2rePWvYihK4_7_45_45,2rePWvYihK4,Accepted,256.0,259.4,"Yes, deaf people can dance!",YES DEAF PEOPLE CAN DANCE,5,3.3999999999999773
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_7_52_52.mp4,2rePWvYihK4_7_52_52,2rePWvYihK4,Accepted,295.5,299.1,"so, he will be back with a new date!",SO HE WILL BE BACK WITH A NEW DATE,9,3.6000000000000227
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_9_58_58.mp4,2rePWvYihK4_9_58_58,2rePWvYihK4,Accepted,327.5,332.8,"She is another Youtube, she does beauty and comedy",SHE IS ANOTHER YOUTUBE SHE DOES BEAUTY AND COMEDY,9,5.300000000000011
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_9_60_60.mp4,2rePWvYihK4_9_60_60,2rePWvYihK4,Accepted,335.6,339.9,watch her videos and you will see why,WATCH HER VIDEOS AND YOU WILL SEE WHY,8,4.2999999999999545
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_11_68_68.mp4,2rePWvYihK4_11_68_68,2rePWvYihK4,Accepted,388.9,399.1,"So, please do let me know of more deaf black businesses and talents for video part two!",SO PLEASE DO LET ME KNOW OF MORE DEAF BLACK BUSINESSES AND TALENTS FOR VIDEO PART TWO,17,10.200000000000045
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/2rePWvYihK4/2rePWvYihK4_11_69_69.mp4,2rePWvYihK4_11_69_69,2rePWvYihK4,Accepted,400.0,403.5,"Alright, I hope you will follow them!",ALRIGHT I HOPE YOU WILL FOLLOW THEM,7,3.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/490UhDtuT-0/490UhDtuT-0_6_15_15.mp4,490UhDtuT-0_6_15_15,490UhDtuT-0,Accepted,105.2,110.8,This could be a fantastic opportunity for hearing parents with deaf child,THIS COULD BE A FANTASTIC OPPORTUNITY FOR HEARING PARENTS WITH DEAF CHILD,12,5.599999999999994
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/490UhDtuT-0/490UhDtuT-0_7_19_19.mp4,490UhDtuT-0_7_19_19,490UhDtuT-0,Accepted,129.8,135.2,"If you want to buy his first and second book, you can order",IF YOU WANT TO BUY HIS FIRST AND SECOND BOOK YOU CAN ORDER,13,5.399999999999977
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/490UhDtuT-0/490UhDtuT-0_7_20_20.mp4,490UhDtuT-0_7_20_20,490UhDtuT-0,Accepted,136.7,140.1,I hope you enjoy his 2nd book!,I HOPE YOU ENJOY HIS 2ND BOOK,7,3.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/490UhDtuT-0/490UhDtuT-0_7_21_21.mp4,490UhDtuT-0_7_21_21,490UhDtuT-0,Accepted,140.3,144.5,"Thank you and I'll see you in next video, bye!",THANK YOU AND I'LL SEE YOU IN NEXT VIDEO BYE,10,4.199999999999989
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/6ojYIVNF2hA/6ojYIVNF2hA_18_5_5.mp4,6ojYIVNF2hA_18_5_5,6ojYIVNF2hA,Accepted,104.9,106.2,What that for??,WHAT THAT FOR,3,1.2999999999999972
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/6ojYIVNF2hA/6ojYIVNF2hA_48_24_24.mp4,6ojYIVNF2hA_48_24_24,6ojYIVNF2hA,Accepted,223.5,226.7,Have you been in that situation before?,HAVE YOU BEEN IN THAT SITUATION BEFORE,7,3.1999999999999886
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/6ojYIVNF2hA/6ojYIVNF2hA_48_25_25.mp4,6ojYIVNF2hA_48_25_25,6ojYIVNF2hA,Accepted,227.1,230.0,"Or, not really??",OR NOT REALLY,3,2.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/6ojYIVNF2hA/6ojYIVNF2hA_48_26_26.mp4,6ojYIVNF2hA_48_26_26,6ojYIVNF2hA,Accepted,232.2,234.6,Let me know in the comments!,LET ME KNOW IN THE COMMENTS,6,2.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/6ojYIVNF2hA/6ojYIVNF2hA_48_28_28.mp4,6ojYIVNF2hA_48_28_28,6ojYIVNF2hA,Accepted,239.9,242.2,Or follow there,OR FOLLOW THERE,3,2.299999999999983
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_0_2_2.mp4,7_UnJ8JaT1M_0_2_2,7_UnJ8JaT1M,Accepted,6.9,9.0,"so please, no spoilers!",SO PLEASE NO SPOILERS,4,2.0999999999999996
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_1_4_4.mp4,7_UnJ8JaT1M_1_4_4,7_UnJ8JaT1M,Accepted,12.1,17.4,I think I started marathoning all the episodes in middle of last year.,I THINK I STARTED MARATHONING ALL THE EPISODES IN MIDDLE OF LAST YEAR,13,5.299999999999999
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_2_7_7.mp4,7_UnJ8JaT1M_2_7_7,7_UnJ8JaT1M,Accepted,24.8,27.7,"Say, if I was completely on my own",SAY IF I WAS COMPLETELY ON MY OWN,8,2.8999999999999986
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_2_8_8.mp4,7_UnJ8JaT1M_2_8_8,7_UnJ8JaT1M,Accepted,27.6,31.1,the second thing I would do after getting supplies,THE SECOND THING I WOULD DO AFTER GETTING SUPPLIES,9,3.5
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_2_11_11.mp4,7_UnJ8JaT1M_2_11_11,7_UnJ8JaT1M,Accepted,41.7,43.8,so I would have to be prepared for that!,SO I WOULD HAVE TO BE PREPARED FOR THAT,9,2.0999999999999943
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_3_12_12.mp4,7_UnJ8JaT1M_3_12_12,7_UnJ8JaT1M,Accepted,44.0,47.7,It means I would have to sleep in places high up,IT MEANS I WOULD HAVE TO SLEEP IN PLACES HIGH UP,11,3.700000000000003
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_3_13_13.mp4,7_UnJ8JaT1M_3_13_13,7_UnJ8JaT1M,Accepted,47.5,52.5,so that I won't get ambushed by zombies or looters,SO THAT I WON'T GET AMBUSHED BY ZOMBIES OR LOOTERS,10,5.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_3_14_14.mp4,7_UnJ8JaT1M_3_14_14,7_UnJ8JaT1M,Accepted,52.9,57.0,"If there isn't any, I would have to set up string traps!",IF THERE ISN'T ANY I WOULD HAVE TO SET UP STRING TRAPS,12,4.100000000000001
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_4_15_15.mp4,7_UnJ8JaT1M_4_15_15,7_UnJ8JaT1M,Accepted,57.0,62.3,If there was a deaf group we'd have to move like one body,IF THERE WAS A DEAF GROUP WE'D HAVE TO MOVE LIKE ONE BODY,13,5.299999999999997
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_4_17_17.mp4,7_UnJ8JaT1M_4_17_17,7_UnJ8JaT1M,Accepted,67.1,70.1,Teamwork or risk getting eaten!,TEAMWORK OR RISK GETTING EATEN,5,3.0
/ssd_scratch/cvit/vanshg/datasets/deaf-youtube/realdeafdreamer/original_sentence_clips/7_UnJ8JaT1M/7_UnJ8JaT1M_5_18_18.mp4,7_UnJ8JaT1M_5_18_18,7_UnJ8JaT1M,Accepted,70.1,74.7,Teamwork will of course involve taking turns on night watch,TEAMWORK WILL OF COURSE INVOLVE TAKING TURNS ON NIGHT WATCH,10,4.6000000000000085
