video_path,video_name,video_id,status,start,end,transcript,processed_text,num_words,num_seconds
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_17_18.mkv,23su4pTJ_XY_4_17_18,23su4pTJ_XY,None,103.3,104.4,I couldn't breathe.,I COULDN'T BREATHE,3,1.1000000000000085
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_18_19.mkv,23su4pTJ_XY_4_18_19,23su4pTJ_XY,None,104.8,106.0,I had a terrible fever.,I HAD A TERRIBLE FEVER,5,1.2000000000000028
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_20_21.mkv,23su4pTJ_XY_4_20_21,23su4pTJ_XY,None,107.5,116.4,I still have a cough and I still don't have my full lung capacity back and I'm on like steroid inhalers and everything for it to try and like build myself back up.,I STILL HAVE A COUGH AND I STILL DON'T HAVE MY FULL LUNG CAPACITY BACK AND I'M ON LIKE STEROID INHALERS AND EVERYTHING FOR IT TO TRY AND LIKE BUILD MYSELF BACK UP,33,8.900000000000006
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_21_23.mkv,23su4pTJ_XY_4_21_23,23su4pTJ_XY,None,133.9,140.2,out there to help everybody else know that it's happening to get everybody excited about it I think it's a very unique,OUT THERE TO HELP EVERYBODY ELSE KNOW THAT IT'S HAPPENING TO GET EVERYBODY EXCITED ABOUT IT I THINK IT'S A VERY UNIQUE,22,6.299999999999983
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_23_25.mkv,23su4pTJ_XY_4_23_25,23su4pTJ_XY,None,141.6,146.0,"Again, I don't want to say too much about it because I don't want to spoil anything, but you're gonna want to tune in for it.",AGAIN I DON'T WANT TO SAY TOO MUCH ABOUT IT BECAUSE I DON'T WANT TO SPOIL ANYTHING BUT YOU'RE GONNA WANT TO TUNE IN FOR IT,26,4.400000000000006
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_24_26.mkv,23su4pTJ_XY_4_24_26,23su4pTJ_XY,None,146.1,148.5,"It's gonna be really big, and I'm very excited about it.",IT'S GONNA BE REALLY BIG AND I'M VERY EXCITED ABOUT IT,11,2.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_25_27.mkv,23su4pTJ_XY_4_25_27,23su4pTJ_XY,None,148.5,154.9,"So all you can do right now is sit back, relax, twiddle your thumbs, and wait for that to happen, and tune into my channel tomorrow.",SO ALL YOU CAN DO RIGHT NOW IS SIT BACK RELAX TWIDDLE YOUR THUMBS AND WAIT FOR THAT TO HAPPEN AND TUNE INTO MY CHANNEL TOMORROW,26,6.400000000000006
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_26_28.mkv,23su4pTJ_XY_4_26_28,23su4pTJ_XY,None,155.1,160.6,Subscribe now if you haven't already to be aware of when it's gonna happen.,SUBSCRIBE NOW IF YOU HAVEN'T ALREADY TO BE AWARE OF WHEN IT'S GONNA HAPPEN,14,5.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_28_30.mkv,23su4pTJ_XY_4_28_30,23su4pTJ_XY,None,161.5,162.4,Do whatever you have to do.,DO WHATEVER YOU HAVE TO DO,6,0.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_29_31.mkv,23su4pTJ_XY_4_29_31,23su4pTJ_XY,None,162.4,164.1,"Go out, send mail, tell your dog.",GO OUT SEND MAIL TELL YOUR DOG,7,1.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_30_32.mkv,23su4pTJ_XY_4_30_32,23su4pTJ_XY,None,165.0,166.5,"Big things happening tomorrow, okay?",BIG THINGS HAPPENING TOMORROW OKAY,5,1.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/23su4pTJ_XY/23su4pTJ_XY_4_31_33.mkv,23su4pTJ_XY_4_31_33,23su4pTJ_XY,None,167.0,167.5,I'll see you there.,I'LL SEE YOU THERE,4,0.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_0_0_0.mkv,426D8qmAW9U_0_0_0,426D8qmAW9U,None,0.1,3.7," Hello, hello, it's me, Charlie Lunny.", HELLO HELLO IT'S ME CHARLIE LUNNY,6,3.6
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_0_1_1.mkv,426D8qmAW9U_0_1_1,426D8qmAW9U,None,3.6,9.0,I can't stop doing this accent ever since I played the game.,I CAN'T STOP DOING THIS ACCENT EVER SINCE I PLAYED THE GAME,12,5.4
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_0_2_2.mkv,426D8qmAW9U_0_2_2,426D8qmAW9U,None,9.8,11.5,"The more I do it, the worse it gets.",THE MORE I DO IT THE WORSE IT GETS,9,1.6999999999999993
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_1_3_4.mkv,426D8qmAW9U_1_3_4,426D8qmAW9U,None,13.0,13.6,hello.,HELLO,1,0.5999999999999996
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_1_5_6.mkv,426D8qmAW9U_1_5_6,426D8qmAW9U,None,23.3,24.6, I was just so in the zone., I WAS JUST SO IN THE ZONE,7,1.3000000000000007
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_1_6_7.mkv,426D8qmAW9U_1_6_7,426D8qmAW9U,None,24.5,41.0,I wanted like every episode or every video I was doing for that two week period I wanted that to be just God of War I wanted to just fill that whole space with God of War but in that period of time During that on I think it was November 11th I hit 10 years,I WANTED LIKE EVERY EPISODE OR EVERY VIDEO I WAS DOING FOR THAT TWO WEEK PERIOD I WANTED THAT TO BE JUST GOD OF WAR I WANTED TO JUST FILL THAT WHOLE SPACE WITH GOD OF WAR BUT IN THAT PERIOD OF TIME DURING THAT ON I THINK IT WAS NOVEMBER 11TH I HIT 10 YEARS,56,16.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_1_6_8.mkv,426D8qmAW9U_1_6_8,426D8qmAW9U,None,41.6,46.4,on YouTube on this very channel as you live and breathe bruv,ON YOUTUBE ON THIS VERY CHANNEL AS YOU LIVE AND BREATHE BRUV,12,4.799999999999997
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_3_7_10.mkv,426D8qmAW9U_3_7_10,426D8qmAW9U,None,49.7,52.1, War has changed., WAR HAS CHANGED,3,2.3999999999999986
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_4_9_12.mkv,426D8qmAW9U_4_9_12,426D8qmAW9U,None,54.2,58.9,YouTube's prime and only solid snake impersonator.,YOUTUBE'S PRIME AND ONLY SOLID SNAKE IMPERSONATOR,7,4.699999999999996
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_5_11_14.mkv,426D8qmAW9U_5_11_14,426D8qmAW9U,None,61.2,65.1,And it's even weirder to hit that and just not talk about it whatsoever.,AND IT'S EVEN WEIRDER TO HIT THAT AND JUST NOT TALK ABOUT IT WHATSOEVER,14,3.8999999999999915
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_6_12_15.mkv,426D8qmAW9U_6_12_15,426D8qmAW9U,None,65.4,66.5, It snuck up on me., IT SNUCK UP ON ME,5,1.0999999999999943
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_6_13_16.mkv,426D8qmAW9U_6_13_16,426D8qmAW9U,None,67.0,79.7,I thought because technically the channels from 2007 I made the channel then and made like the jacksepticeye name and everything that was just my gamer tag at the time But I never did anything with it until the 11th of November 2011 is,I THOUGHT BECAUSE TECHNICALLY THE CHANNELS FROM 2007 I MADE THE CHANNEL THEN AND MADE LIKE THE JACKSEPTICEYE NAME AND EVERYTHING THAT WAS JUST MY GAMER TAG AT THE TIME BUT I NEVER DID ANYTHING WITH IT UNTIL THE 11TH OF NOVEMBER 2011 IS,44,12.700000000000003
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_8_13_17.mkv,426D8qmAW9U_8_13_17,426D8qmAW9U,None,83.1,87.0,November 12th 2012 that's why I got confused.,NOVEMBER 12TH 2012 THAT'S WHY I GOT CONFUSED,8,3.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_8_15_18.mkv,426D8qmAW9U_8_15_18,426D8qmAW9U,None,87.4,89.3,It's 12 2012 2.3 million views Give a little listen,IT'S 12 2012 23 MILLION VIEWS GIVE A LITTLE LISTEN,10,1.8999999999999915
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_9_16_19.mkv,426D8qmAW9U_9_16_19,426D8qmAW9U,None,95.6,96.3, And that's enough., AND THAT'S ENOUGH,3,0.7000000000000028
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_20_23.mkv,426D8qmAW9U_10_20_23,426D8qmAW9U,None,103.0,107.8,"When we did any little thing on the channel, I would make a vlog saying thank you about it.",WHEN WE DID ANY LITTLE THING ON THE CHANNEL I WOULD MAKE A VLOG SAYING THANK YOU ABOUT IT,19,4.799999999999997
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_21_24.mkv,426D8qmAW9U_10_21_24,426D8qmAW9U,None,108.5,111.7,And I think I did so many of them that people started to get tired of them.,AND I THINK I DID SO MANY OF THEM THAT PEOPLE STARTED TO GET TIRED OF THEM,17,3.200000000000003
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_22_25.mkv,426D8qmAW9U_10_22_25,426D8qmAW9U,None,112.3,117.6," So, for a while I just, I was like, okay, for the really big things, I'll do vlogs and chat about it.", SO FOR A WHILE I JUST I WAS LIKE OKAY FOR THE REALLY BIG THINGS I'LL DO VLOGS AND CHAT ABOUT IT,22,5.299999999999997
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_23_26.mkv,426D8qmAW9U_10_23_26,426D8qmAW9U,None,117.6,120.8,But I miss just interacting with the community.,BUT I MISS JUST INTERACTING WITH THE COMMUNITY,8,3.200000000000003
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_25_28.mkv,426D8qmAW9U_10_25_28,426D8qmAW9U,None,130.7,135.6,"Cause it just doesn't, it just feels like a ball of people that are all saying the same things back to back.",CAUSE IT JUST DOESN'T IT JUST FEELS LIKE A BALL OF PEOPLE THAT ARE ALL SAYING THE SAME THINGS BACK TO BACK,22,4.900000000000006
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_26_29.mkv,426D8qmAW9U_10_26_29,426D8qmAW9U,None,135.7,142.4, And that's a hard thing for me as like a creator to look at that and see any sort of connection., AND THAT'S A HARD THING FOR ME AS LIKE A CREATOR TO LOOK AT THAT AND SEE ANY SORT OF CONNECTION,21,6.700000000000017
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_27_30.mkv,426D8qmAW9U_10_27_30,426D8qmAW9U,None,142.4,143.6,And I really miss that.,AND I REALLY MISS THAT,5,1.1999999999999886
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_28_31.mkv,426D8qmAW9U_10_28_31,426D8qmAW9U,None,143.6,149.9,"I feel like ever since like 2017, it's hard to find that sort of vibe on channels anymore.",I FEEL LIKE EVER SINCE LIKE 2017 IT'S HARD TO FIND THAT SORT OF VIBE ON CHANNELS ANYMORE,18,6.300000000000011
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_10_30_33.mkv,426D8qmAW9U_10_30_33,426D8qmAW9U,None,153.4,154.8,"Maybe you could do it on Twitter,",MAYBE YOU COULD DO IT ON TWITTER,7,1.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_11_30_34.mkv,426D8qmAW9U_11_30_34,426D8qmAW9U,None,154.7,156.5,but we all know how that's going lately.,BUT WE ALL KNOW HOW THAT'S GOING LATELY,8,1.8000000000000114
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_32_36.mkv,426D8qmAW9U_12_32_36,426D8qmAW9U,None,162.4,163.1,And I hate that.,AND I HATE THAT,4,0.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_33_37.mkv,426D8qmAW9U_12_33_37,426D8qmAW9U,None,163.2,164.2,I want to get that back.,I WANT TO GET THAT BACK,6,1.0
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_34_38.mkv,426D8qmAW9U_12_34_38,426D8qmAW9U,None,164.4,167.3, Doing God of War every day for two weeks., DOING GOD OF WAR EVERY DAY FOR TWO WEEKS,9,2.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_35_39.mkv,426D8qmAW9U_12_35_39,426D8qmAW9U,None,167.7,169.3,"Finish that, do Somerville.",FINISH THAT DO SOMERVILLE,4,1.6000000000000227
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_37_41.mkv,426D8qmAW9U_12_37_41,426D8qmAW9U,None,172.2,175.3,"Then we're doing Devil and Me, and we'll get that whole thing out.",THEN WE'RE DOING DEVIL AND ME AND WE'LL GET THAT WHOLE THING OUT,13,3.1000000000000227
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_38_42.mkv,426D8qmAW9U_12_38_42,426D8qmAW9U,None,175.3,182.5,"Then at the end of the- or in a few days, actually, we're gonna be doing Callisto Protocol, and then we have Dead Space Remake coming out in January, and I'm just...",THEN AT THE END OF THE OR IN A FEW DAYS ACTUALLY WE'RE GONNA BE DOING CALLISTO PROTOCOL AND THEN WE HAVE DEAD SPACE REMAKE COMING OUT IN JANUARY AND I'M JUST,32,7.199999999999989
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_39_43.mkv,426D8qmAW9U_12_39_43,426D8qmAW9U,None,183.5,184.6, Love that idea., LOVE THAT IDEA,3,1.0999999999999943
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_40_44.mkv,426D8qmAW9U_12_40_44,426D8qmAW9U,None,184.6,198.6,I love getting back to like the roots of things I'm really feeling like you're you're putting out series that everybody's just on board with and everyone's having fun with I want to spend 2023 getting back to that sort of vibe just between us I don't give a fuck what everybody else is doing.,I LOVE GETTING BACK TO LIKE THE ROOTS OF THINGS I'M REALLY FEELING LIKE YOU'RE YOU'RE PUTTING OUT SERIES THAT EVERYBODY'S JUST ON BOARD WITH AND EVERYONE'S HAVING FUN WITH I WANT TO SPEND 2023 GETTING BACK TO THAT SORT OF VIBE JUST BETWEEN US I DON'T GIVE A FUCK WHAT EVERYBODY ELSE IS DOING,55,14.0
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_12_44_48.mkv,426D8qmAW9U_12_44_48,426D8qmAW9U,None,217.3,217.8,Listening to,LISTENING TO,2,0.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_45_50.mkv,426D8qmAW9U_13_45_50,426D8qmAW9U,None,233.3,234.1,I miss it.,I MISS IT,3,0.799999999999983
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_46_51.mkv,426D8qmAW9U_13_46_51,426D8qmAW9U,None,234.1,235.2,I miss the old days.,I MISS THE OLD DAYS,5,1.0999999999999943
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_47_52.mkv,426D8qmAW9U_13_47_52,426D8qmAW9U,None,235.5,239.0," Instead of bemoaning about it and being like, oh, it's not the same anymore.", INSTEAD OF BEMOANING ABOUT IT AND BEING LIKE OH IT'S NOT THE SAME ANYMORE,14,3.5
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_48_53.mkv,426D8qmAW9U_13_48_53,426D8qmAW9U,None,239.2,240.6,How about we do something about it?,HOW ABOUT WE DO SOMETHING ABOUT IT,7,1.4000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_49_54.mkv,426D8qmAW9U_13_49_54,426D8qmAW9U,None,240.7,243.0,How about we just sit down and we record Let's Plays?,HOW ABOUT WE JUST SIT DOWN AND WE RECORD LET'S PLAYS,11,2.3000000000000114
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_51_56.mkv,426D8qmAW9U_13_51_56,426D8qmAW9U,None,244.6,246.3,Get that fun back in the channel.,GET THAT FUN BACK IN THE CHANNEL,7,1.700000000000017
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_13_53_58.mkv,426D8qmAW9U_13_53_58,426D8qmAW9U,None,249.2,249.9,Love it!,LOVE IT,2,0.700000000000017
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_14_54_59.mkv,426D8qmAW9U_14_54_59,426D8qmAW9U,None,250.1,251.0,But seriously...,BUT SERIOUSLY,2,0.9000000000000057
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_14_56_61.mkv,426D8qmAW9U_14_56_61,426D8qmAW9U,None,255.4,259.4,I don't even care if you started in the very beginning and then completely fell off.,I DON'T EVEN CARE IF YOU STARTED IN THE VERY BEGINNING AND THEN COMPLETELY FELL OFF,16,3.9999999999999716
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_14_58_63.mkv,426D8qmAW9U_14_58_63,426D8qmAW9U,None,263.8,266.4,I don't care if you're here from the very beginning all the way to the end.,I DON'T CARE IF YOU'RE HERE FROM THE VERY BEGINNING ALL THE WAY TO THE END,16,2.599999999999966
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_60_65.mkv,426D8qmAW9U_15_60_65,426D8qmAW9U,None,272.1,278.1,"Just anybody that's given me a shot on YouTube, anyone who's watched this silly Irishman in a log cabin in the woods",JUST ANYBODY THAT'S GIVEN ME A SHOT ON YOUTUBE ANYONE WHO'S WATCHED THIS SILLY IRISHMAN IN A LOG CABIN IN THE WOODS,22,6.0
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_62_67.mkv,426D8qmAW9U_15_62_67,426D8qmAW9U,None,282.1,283.8,Everybody added to the channel.,EVERYBODY ADDED TO THE CHANNEL,5,1.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_63_68.mkv,426D8qmAW9U_15_63_68,426D8qmAW9U,None,284.1,286.8,"Like, how many views does the channel have in total?",LIKE HOW MANY VIEWS DOES THE CHANNEL HAVE IN TOTAL,10,2.6999999999999886
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_64_69.mkv,426D8qmAW9U_15_64_69,426D8qmAW9U,None,286.9,291.8,We have 15.7 billion views on this channel.,WE HAVE 157 BILLION VIEWS ON THIS CHANNEL,8,4.900000000000034
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_65_70.mkv,426D8qmAW9U_15_65_70,426D8qmAW9U,None,291.8,293.7,"We have 5,000 videos.",WE HAVE 5000 VIDEOS,4,1.8999999999999773
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_66_71.mkv,426D8qmAW9U_15_66_71,426D8qmAW9U,None,293.8,295.7,I don't do that for the good of my health.,I DON'T DO THAT FOR THE GOOD OF MY HEALTH,10,1.8999999999999773
/ssd_scratch/cvit/vanshg/datasets/accented_speakers/jack/sentence_clips/426D8qmAW9U/426D8qmAW9U_15_67_72.mkv,426D8qmAW9U_15_67_72,426D8qmAW9U,None,295.8,301.5,"As much fun as YouTube is to do, and it is still really, really fun, and I enjoy doing it more than anything else in my life,",AS MUCH FUN AS YOUTUBE IS TO DO AND IT IS STILL REALLY REALLY FUN AND I ENJOY DOING IT MORE THAN ANYTHING ELSE IN MY LIFE,27,5.699999999999989
